index,seq_id,prep,samplename,seq_count
16420,MIR-221,NTC (Corrected),NTC5 (Corrected),151.76041638033496
16421,MIR-221,NTC (Corrected),NTC6 (Corrected),162.6797634125785
16422,MIR-221,NTT (Corrected),NTT4 (Corrected),258.0965982225316
16423,MIR-221,NTT (Corrected),NTT5 (Corrected),266.19172912240947
16424,MIR-221,NTT (Corrected),NTT6 (Corrected),336.25928353339384
16425,MIR-221,MTT (Corrected),MTT1 (Corrected),236.71486378580434
16426,MIR-221,MTT (Corrected),MTT2 (Corrected),302.7989416487471
16427,MIR-221,MTT (Corrected),MTT3 (Corrected),348.7089928887657
16428,MIR-221,NTTR (Corrected),NTTR1 (Corrected),35.41234186143439
16429,MIR-221,NTTR (Corrected),NTTR2 (Corrected),605.3882304656477
16430,MIR-221,NTTR (Corrected),NTTR3 (Corrected),16.647871058996166
16431,MIR-221,circ_ligase (Corrected),circ_ligase (Corrected),274.2349776437418
16432,MIR-222,NTC (Corrected),NTC4 (Corrected),105.63664633855684
16433,MIR-222,NTC (Corrected),NTC5 (Corrected),121.3252571809168
16434,MIR-222,NTC (Corrected),NTC6 (Corrected),117.1416276229542
16435,MIR-222,NTT (Corrected),NTT4 (Corrected),50.18513600641
16436,MIR-222,NTT (Corrected),NTT5 (Corrected),26.316595710678406
16437,MIR-222,NTT (Corrected),NTT6 (Corrected),64.26145464235427
16438,MIR-222,MTT (Corrected),MTT1 (Corrected),86.66145131223186
16439,MIR-222,MTT (Corrected),MTT2 (Corrected),78.13737413397953
16440,MIR-222,MTT (Corrected),MTT3 (Corrected),125.01979861436726
16441,MIR-222,NTTR (Corrected),NTTR1 (Corrected),2634.3004688468923
16442,MIR-222,NTTR (Corrected),NTTR2 (Corrected),511.5861196922359
16443,MIR-222,NTTR (Corrected),NTTR3 (Corrected),12427.126137703854
16444,MIR-222,circ_ligase (Corrected),circ_ligase (Corrected),4792.012677957427
16445,MIR-223,NTC (Corrected),NTC4 (Corrected),723.6033477397119
16446,MIR-223,NTC (Corrected),NTC5 (Corrected),555.4003343050551
16447,MIR-223,NTC (Corrected),NTC6 (Corrected),604.515022484744
16448,MIR-223,NTT (Corrected),NTT4 (Corrected),539.2987029830923
16449,MIR-223,NTT (Corrected),NTT5 (Corrected),532.8351979286132
16450,MIR-223,NTT (Corrected),NTT6 (Corrected),676.8790248570026
16451,MIR-223,MTT (Corrected),MTT1 (Corrected),380.7564026628225
16452,MIR-223,MTT (Corrected),MTT2 (Corrected),494.0221387702787
16453,MIR-223,MTT (Corrected),MTT3 (Corrected),567.9697275713618
16454,MIR-223,NTTR (Corrected),NTTR1 (Corrected),550.6825014016557
16455,MIR-223,NTTR (Corrected),NTTR2 (Corrected),888.1458051989994
16456,MIR-223,NTTR (Corrected),NTTR3 (Corrected),249.70288940191656
16457,MIR-223,circ_ligase (Corrected),circ_ligase (Corrected),2223.646938301102
16458,MIR-347,NTC (Corrected),NTC4 (Corrected),330.7351542381252
16459,MIR-347,NTC (Corrected),NTC5 (Corrected),232.85096143021119
16460,MIR-347,NTC (Corrected),NTC6 (Corrected),241.92435764011373
16461,MIR-347,NTT (Corrected),NTT4 (Corrected),314.08594874108917
16462,MIR-347,NTT (Corrected),NTT5 (Corrected),311.83526394533317
16463,MIR-347,NTT (Corrected),NTT6 (Corrected),372.7191731638632
16464,MIR-347,MTT (Corrected),MTT1 (Corrected),213.90545727921972
16465,MIR-347,MTT (Corrected),MTT2 (Corrected),287.250212475946
16466,MIR-347,MTT (Corrected),MTT3 (Corrected),234.23434604835782
16467,MIR-347,NTTR (Corrected),NTTR1 (Corrected),208.88106540483474
16468,MIR-347,NTTR (Corrected),NTTR2 (Corrected),389.60765283506146
16469,MIR-347,NTTR (Corrected),NTTR3 (Corrected),136.217351063589
16470,MIR-347,circ_ligase (Corrected),circ_ligase (Corrected),1111.925377809502
16471,MIR-224,NTC (Corrected),NTC4 (Corrected),1530.3346624904416
16472,MIR-224,NTC (Corrected),NTC5 (Corrected),1071.2342637433094
16473,MIR-224,NTC (Corrected),NTC6 (Corrected),1183.9072553772207
16474,MIR-224,NTT (Corrected),NTT4 (Corrected),689.8125043180233
16475,MIR-224,NTT (Corrected),NTT5 (Corrected),796.0888958534678
16476,MIR-224,NTT (Corrected),NTT6 (Corrected),808.8814244642152
16477,MIR-224,MTT (Corrected),MTT1 (Corrected),1238.0757036022862
16478,MIR-224,MTT (Corrected),MTT2 (Corrected),2465.8721808831506
16479,MIR-224,MTT (Corrected),MTT3 (Corrected),2090.109352022308
16480,MIR-224,NTTR (Corrected),NTTR1 (Corrected),8650.253732640427
16481,MIR-224,NTTR (Corrected),NTTR2 (Corrected),5343.717544432572
16482,MIR-224,NTTR (Corrected),NTTR3 (Corrected),5744.644303718621
16483,MIR-224,circ_ligase (Corrected),circ_ligase (Corrected),69521.78314726379
16484,MIR-23A,NTC (Corrected),NTC4 (Corrected),250.90279665775626
16485,MIR-23A,NTC (Corrected),NTC5 (Corrected),192.8052103045083
16486,MIR-23A,NTC (Corrected),NTC6 (Corrected),206.98496019411445
16487,MIR-23A,NTT (Corrected),NTT4 (Corrected),576.7773239043346
16488,MIR-23A,NTT (Corrected),NTT5 (Corrected),540.130932495428
16489,MIR-23A,NTT (Corrected),NTT6 (Corrected),573.8963182904268
16490,MIR-23A,MTT (Corrected),MTT1 (Corrected),412.49941725173375
16491,MIR-23A,MTT (Corrected),MTT2 (Corrected),567.387330733416
16492,MIR-23A,MTT (Corrected),MTT3 (Corrected),652.990322640391
16493,MIR-23A,NTTR (Corrected),NTTR1 (Corrected),263.0017119835818
16494,MIR-23A,NTTR (Corrected),NTTR2 (Corrected),393.6362909266786
16495,MIR-23A,NTTR (Corrected),NTTR3 (Corrected),671.0182019185851
16496,MIR-23A,circ_ligase (Corrected),circ_ligase (Corrected),2114.368402219267
16497,MIR-23B,NTC (Corrected),NTC4 (Corrected),148.77621057021923
16498,MIR-23B,NTC (Corrected),NTC5 (Corrected),94.03779347362915
16499,MIR-23B,NTC (Corrected),NTC6 (Corrected),131.6529108630808
16500,MIR-23B,NTT (Corrected),NTT4 (Corrected),274.9673312260457
16501,MIR-23B,NTT (Corrected),NTT5 (Corrected),298.62043498742594
16502,MIR-23B,NTT (Corrected),NTT6 (Corrected),291.88587072203296
16503,MIR-23B,MTT (Corrected),MTT1 (Corrected),150.0393766992283
16504,MIR-23B,MTT (Corrected),MTT2 (Corrected),326.76936678840843
16505,MIR-23B,MTT (Corrected),MTT3 (Corrected),343.3556765378784
16506,MIR-23B,NTTR (Corrected),NTTR1 (Corrected),104.45968702493046
16507,MIR-23B,NTTR (Corrected),NTTR2 (Corrected),233.61433552147574
16508,MIR-23B,NTTR (Corrected),NTTR3 (Corrected),477.3536052463141
16509,MIR-23B,circ_ligase (Corrected),circ_ligase (Corrected),1929.4738718937685
16510,MIR-24,NTC (Corrected),NTC4 (Corrected),445.80216276306766
16511,MIR-24,NTC (Corrected),NTC5 (Corrected),361.1252442685441
16512,MIR-24,NTC (Corrected),NTC6 (Corrected),363.96357673204795
16513,MIR-24,NTT (Corrected),NTT4 (Corrected),250.942638213593
16514,MIR-24,NTT (Corrected),NTT5 (Corrected),247.32874435526514
16515,MIR-24,NTT (Corrected),NTT6 (Corrected),372.2464456795094
16516,MIR-24,MTT (Corrected),MTT1 (Corrected),247.1542580485381
16517,MIR-24,MTT (Corrected),MTT2 (Corrected),303.4498115897451
16518,MIR-24,MTT (Corrected),MTT3 (Corrected),389.0711718741992
16519,MIR-24,NTTR (Corrected),NTTR1 (Corrected),147.32145719056817
16520,MIR-24,NTTR (Corrected),NTTR2 (Corrected),336.53658676489505
16521,MIR-24,NTTR (Corrected),NTTR3 (Corrected),161.40161529305666
16522,MIR-24,circ_ligase (Corrected),circ_ligase (Corrected),817.998206412855
16523,MIR-24-1-star,NTC (Corrected),NTC4 (Corrected),819.357496148858
16524,MIR-24-1-star,NTC (Corrected),NTC5 (Corrected),633.16147383561
16525,MIR-24-1-star,NTC (Corrected),NTC6 (Corrected),644.5612303037689
16526,MIR-24-1-star,NTT (Corrected),NTT4 (Corrected),474.16705986895045
16527,MIR-24-1-star,NTT (Corrected),NTT5 (Corrected),483.06116650189733
16528,MIR-24-1-star,NTT (Corrected),NTT6 (Corrected),512.1059834751126
16529,MIR-24-1-star,MTT (Corrected),MTT1 (Corrected),549.8626658794575
16530,MIR-24-1-star,MTT (Corrected),MTT2 (Corrected),741.0000255354138
16531,MIR-24-1-star,MTT (Corrected),MTT3 (Corrected),728.0962375417632
16532,MIR-24-1-star,NTTR (Corrected),NTTR1 (Corrected),1453.7492057637255
16533,MIR-24-1-star,NTTR (Corrected),NTTR2 (Corrected),3244.7147406597646
16534,MIR-24-1-star,NTTR (Corrected),NTTR3 (Corrected),2493.395087896568
16535,MIR-24-1-star,circ_ligase (Corrected),circ_ligase (Corrected),1315.8615115100602
16536,MIR-25,NTC (Corrected),NTC4 (Corrected),1181.058171766445
16537,MIR-25,NTC (Corrected),NTC5 (Corrected),972.4275286927391
16538,MIR-25,NTC (Corrected),NTC6 (Corrected),982.5601485603305
16539,MIR-25,NTT (Corrected),NTT4 (Corrected),811.2806147048806
16540,MIR-25,NTT (Corrected),NTT5 (Corrected),853.7923592596857
16541,MIR-25,NTT (Corrected),NTT6 (Corrected),916.8188368911474
16542,MIR-25,MTT (Corrected),MTT1 (Corrected),563.3345478603363
16543,MIR-25,MTT (Corrected),MTT2 (Corrected),701.2434696673379
16544,MIR-25,MTT (Corrected),MTT3 (Corrected),689.0628912442644
16545,MIR-25,NTTR (Corrected),NTTR1 (Corrected),295.4098580540374
16546,MIR-25,NTTR (Corrected),NTTR2 (Corrected),742.6250837200317
16547,MIR-25,NTTR (Corrected),NTTR3 (Corrected),833.0130125271513
16548,MIR-25,circ_ligase (Corrected),circ_ligase (Corrected),747.9838728229747
16549,MIR-26A,NTC (Corrected),NTC4 (Corrected),139.68907367657386
16550,MIR-26A,NTC (Corrected),NTC5 (Corrected),71.57621956981468
16551,MIR-26A,NTC (Corrected),NTC6 (Corrected),153.54253552879615
16552,MIR-26A,NTT (Corrected),NTT4 (Corrected),56.744578560930705
16553,MIR-26A,NTT (Corrected),NTT5 (Corrected),27.696758583311404
16554,MIR-26A,NTT (Corrected),NTT6 (Corrected),31.74994276623503
16555,MIR-26A,MTT (Corrected),MTT1 (Corrected),65.8611407987375
16556,MIR-26A,MTT (Corrected),MTT2 (Corrected),138.77883239733978
16557,MIR-26A,MTT (Corrected),MTT3 (Corrected),175.6297087966333
16558,MIR-26A,NTTR (Corrected),NTTR1 (Corrected),274.2152230945649
16559,MIR-26A,NTTR (Corrected),NTTR2 (Corrected),352.4173422733855
16560,MIR-26A,NTTR (Corrected),NTTR3 (Corrected),722.1000874823546
16561,MIR-26A,circ_ligase (Corrected),circ_ligase (Corrected),6351.029823528898
16562,MIR-26B,NTC (Corrected),NTC4 (Corrected),59.59919832075877
16563,MIR-26B,NTC (Corrected),NTC5 (Corrected),54.7668308893459
16564,MIR-26B,NTC (Corrected),NTC6 (Corrected),61.209987464563056
16565,MIR-26B,NTT (Corrected),NTT4 (Corrected),17.908545580505827
16566,MIR-26B,NTT (Corrected),NTT5 (Corrected),91.42783796363507
16567,MIR-26B,NTT (Corrected),NTT6 (Corrected),46.18519649709398
16568,MIR-26B,MTT (Corrected),MTT1 (Corrected),25.16166788967174
16569,MIR-26B,MTT (Corrected),MTT2 (Corrected),35.00753793345633
16570,MIR-26B,MTT (Corrected),MTT3 (Corrected),95.1767437565844
16571,MIR-26B,NTTR (Corrected),NTTR1 (Corrected),229.56434613932697
16572,MIR-26B,NTTR (Corrected),NTTR2 (Corrected),189.886557917715
16573,MIR-26B,NTTR (Corrected),NTTR3 (Corrected),457.71162841359615
16574,MIR-26B,circ_ligase (Corrected),circ_ligase (Corrected),3029.2779256234217
16575,MIR-27A,NTC (Corrected),NTC4 (Corrected),68.78558520276584
16576,MIR-27A,NTC (Corrected),NTC5 (Corrected),65.65249436537276
16577,MIR-27A,NTC (Corrected),NTC6 (Corrected),57.1077011724826
16578,MIR-27A,NTT (Corrected),NTT4 (Corrected),187.2498160960037
16579,MIR-27A,NTT (Corrected),NTT5 (Corrected),184.83315180281977
16580,MIR-27A,NTT (Corrected),NTT6 (Corrected),199.91647032234656
16581,MIR-27A,MTT (Corrected),MTT1 (Corrected),165.49055447190705
16582,MIR-27A,MTT (Corrected),MTT2 (Corrected),222.8464275296751
16583,MIR-27A,MTT (Corrected),MTT3 (Corrected),261.1481572613378
16584,MIR-27A,NTTR (Corrected),NTTR1 (Corrected),95.3423148814678
16585,MIR-27A,NTTR (Corrected),NTTR2 (Corrected),212.2337469240558
16586,MIR-27A,NTTR (Corrected),NTTR3 (Corrected),378.7382626631763
16587,MIR-27A,circ_ligase (Corrected),circ_ligase (Corrected),92.11994651474947
16588,MIR-27B,NTC (Corrected),NTC4 (Corrected),144.05337317755226
16589,MIR-27B,NTC (Corrected),NTC5 (Corrected),104.74874420460417
16590,MIR-27B,NTC (Corrected),NTC6 (Corrected),131.17442921796973
16591,MIR-27B,NTT (Corrected),NTT4 (Corrected),417.83643877900505
16592,MIR-27B,NTT (Corrected),NTT5 (Corrected),439.55165249778076
16593,MIR-27B,NTT (Corrected),NTT6 (Corrected),451.1628721726011
16594,MIR-27B,MTT (Corrected),MTT1 (Corrected),311.4537059781208
16595,MIR-27B,MTT (Corrected),MTT2 (Corrected),433.1973118722106
16596,MIR-27B,MTT (Corrected),MTT3 (Corrected),498.4425546265204
16597,MIR-27B,NTTR (Corrected),NTTR1 (Corrected),191.18373177342582
16598,MIR-27B,NTTR (Corrected),NTTR2 (Corrected),415.18258168706654
16599,MIR-27B,NTTR (Corrected),NTTR3 (Corrected),607.2895009273525
16600,MIR-27B,circ_ligase (Corrected),circ_ligase (Corrected),373.21245847173174
16601,MIR-28-3P,NTC (Corrected),NTC4 (Corrected),149.77517129745502
16602,MIR-28-3P,NTC (Corrected),NTC5 (Corrected),114.58300966742938
16603,MIR-28-3P,NTC (Corrected),NTC6 (Corrected),150.60910877683943
16604,MIR-28-3P,NTT (Corrected),NTT4 (Corrected),110.18575502999748
16605,MIR-28-3P,NTT (Corrected),NTT5 (Corrected),103.84202245519694
16606,MIR-28-3P,NTT (Corrected),NTT6 (Corrected),130.58329515512548
16607,MIR-28-3P,MTT (Corrected),MTT1 (Corrected),124.37661248781696
16608,MIR-28-3P,MTT (Corrected),MTT2 (Corrected),184.86578468134547
16609,MIR-28-3P,MTT (Corrected),MTT3 (Corrected),312.07428725312894
16610,MIR-28-3P,NTTR (Corrected),NTTR1 (Corrected),117.38272980529015
16611,MIR-28-3P,NTTR (Corrected),NTTR2 (Corrected),444.5870891375365
16612,MIR-28-3P,NTTR (Corrected),NTTR3 (Corrected),930.1114052946677
16613,MIR-28-3P,circ_ligase (Corrected),circ_ligase (Corrected),1910.9342471948055
16614,MIR-28-3P-mmu,NTC (Corrected),NTC4 (Corrected),1225.2209447116982
16615,MIR-28-3P-mmu,NTC (Corrected),NTC5 (Corrected),1070.1085735461818
16616,MIR-28-3P-mmu,NTC (Corrected),NTC6 (Corrected),1201.7039077930547
16617,MIR-28-3P-mmu,NTT (Corrected),NTT4 (Corrected),857.2822605699719
16618,MIR-28-3P-mmu,NTT (Corrected),NTT5 (Corrected),852.2072745101312
16619,MIR-28-3P-mmu,NTT (Corrected),NTT6 (Corrected),864.5043561166674
16620,MIR-28-3P-mmu,MTT (Corrected),MTT1 (Corrected),582.1233256601924
16621,MIR-28-3P-mmu,MTT (Corrected),MTT2 (Corrected),891.0258960192788
16622,MIR-28-3P-mmu,MTT (Corrected),MTT3 (Corrected),929.0864987477914
16623,MIR-28-3P-mmu,NTTR (Corrected),NTTR1 (Corrected),480.53555014040694
16624,MIR-28-3P-mmu,NTTR (Corrected),NTTR2 (Corrected),900.6189944310888
16625,MIR-28-3P-mmu,NTTR (Corrected),NTTR3 (Corrected),1296.7857075239428
16626,MIR-28-3P-mmu,circ_ligase (Corrected),circ_ligase (Corrected),395.69850573225784
16627,MIR-28-5P,NTC (Corrected),NTC4 (Corrected),561.9241420224793
16628,MIR-28-5P,NTC (Corrected),NTC5 (Corrected),428.4671582921404
16629,MIR-28-5P,NTC (Corrected),NTC6 (Corrected),494.59012845254387
16630,MIR-28-5P,NTT (Corrected),NTT4 (Corrected),411.2966157842333
16631,MIR-28-5P,NTT (Corrected),NTT5 (Corrected),393.8639887196363
16632,MIR-28-5P,NTT (Corrected),NTT6 (Corrected),450.8389161990512
16633,MIR-28-5P,MTT (Corrected),MTT1 (Corrected),339.3609211789649
16634,MIR-28-5P,MTT (Corrected),MTT2 (Corrected),455.49703865465534
16635,MIR-28-5P,MTT (Corrected),MTT3 (Corrected),725.6039860981175
16636,MIR-28-5P,NTTR (Corrected),NTTR1 (Corrected),115.70184001626406
16637,MIR-28-5P,NTTR (Corrected),NTTR2 (Corrected),563.3805985322327
16638,MIR-28-5P,NTTR (Corrected),NTTR3 (Corrected),788.178832817976
16639,MIR-28-5P,circ_ligase (Corrected),circ_ligase (Corrected),6898.600343959118
16640,MIR-483-5P,NTC (Corrected),NTC4 (Corrected),553.9312555195727
16641,MIR-483-5P,NTC (Corrected),NTC5 (Corrected),446.39060075320197
16642,MIR-483-5P,NTC (Corrected),NTC6 (Corrected),662.4407450135685
16643,MIR-483-5P,NTT (Corrected),NTT4 (Corrected),224.923407735899
16644,MIR-483-5P,NTT (Corrected),NTT5 (Corrected),295.3625593708968
16645,MIR-483-5P,NTT (Corrected),NTT6 (Corrected),373.7385168239228
16646,MIR-483-5P,MTT (Corrected),MTT1 (Corrected),242.80015494917726
16647,MIR-483-5P,MTT (Corrected),MTT2 (Corrected),340.67691117868986
16648,MIR-483-5P,MTT (Corrected),MTT3 (Corrected),439.7051586579611
16649,MIR-483-5P,NTTR (Corrected),NTTR1 (Corrected),41.55038453622745
16650,MIR-483-5P,NTTR (Corrected),NTTR2 (Corrected),178.77319295330688
16651,MIR-483-5P,NTTR (Corrected),NTTR3 (Corrected),336.6646541909711
16652,MIR-483-5P,circ_ligase (Corrected),circ_ligase (Corrected),7351.098871817114
16653,MIR-483-5P-hsa,NTC (Corrected),NTC4 (Corrected),219.92548317086678
16654,MIR-483-5P-hsa,NTC (Corrected),NTC5 (Corrected),193.76694552499268
16655,MIR-483-5P-hsa,NTC (Corrected),NTC6 (Corrected),283.1419491483955
16656,MIR-483-5P-hsa,NTT (Corrected),NTT4 (Corrected),122.02838945217951
16657,MIR-483-5P-hsa,NTT (Corrected),NTT5 (Corrected),116.64269978994633
16658,MIR-483-5P-hsa,NTT (Corrected),NTT6 (Corrected),154.0590700749351
16659,MIR-483-5P-hsa,MTT (Corrected),MTT1 (Corrected),110.37866122689552
16660,MIR-483-5P-hsa,MTT (Corrected),MTT2 (Corrected),132.25699497231602
16661,MIR-483-5P-hsa,MTT (Corrected),MTT3 (Corrected),185.55458996115985
16662,MIR-483-5P-hsa,NTTR (Corrected),NTTR1 (Corrected),22.373283981045546
16663,MIR-483-5P-hsa,NTTR (Corrected),NTTR2 (Corrected),103.55634299798224
16664,MIR-483-5P-hsa,NTTR (Corrected),NTTR3 (Corrected),156.82606676237643
16665,MIR-483-5P-hsa,circ_ligase (Corrected),circ_ligase (Corrected),4971.477188811635
16666,MIR-290-3P-mmu,NTC (Corrected),NTC4 (Corrected),591.2971379474662
16667,MIR-290-3P-mmu,NTC (Corrected),NTC5 (Corrected),532.2715868898805
16668,MIR-290-3P-mmu,NTC (Corrected),NTC6 (Corrected),565.2564536573548
16669,MIR-290-3P-mmu,NTT (Corrected),NTT4 (Corrected),1423.6107806260172
16670,MIR-290-3P-mmu,NTT (Corrected),NTT5 (Corrected),1437.4263269486332
16671,MIR-290-3P-mmu,NTT (Corrected),NTT6 (Corrected),1496.3455686186126
16672,MIR-290-3P-mmu,MTT (Corrected),MTT1 (Corrected),1016.5811384844824
16673,MIR-290-3P-mmu,MTT (Corrected),MTT2 (Corrected),1333.5110967593953
16674,MIR-290-3P-mmu,MTT (Corrected),MTT3 (Corrected),1461.5564593659992
16675,MIR-290-3P-mmu,NTTR (Corrected),NTTR1 (Corrected),184.49253459795523
16676,MIR-290-3P-mmu,NTTR (Corrected),NTTR2 (Corrected),1229.1356940764426
16677,MIR-290-3P-mmu,NTTR (Corrected),NTTR3 (Corrected),1340.930839213615
16678,MIR-290-3P-mmu,circ_ligase (Corrected),circ_ligase (Corrected),2982.8415725836153
16679,MIR-290-3P-rno,NTC (Corrected),NTC4 (Corrected),158.91420211411662
16680,MIR-290-3P-rno,NTC (Corrected),NTC5 (Corrected),129.5546867675203
16681,MIR-290-3P-rno,NTC (Corrected),NTC6 (Corrected),188.27371746071287
16682,MIR-290-3P-rno,NTT (Corrected),NTT4 (Corrected),357.2297750362156
16683,MIR-290-3P-rno,NTT (Corrected),NTT5 (Corrected),398.67933671980677
16684,MIR-290-3P-rno,NTT (Corrected),NTT6 (Corrected),430.3118969520213
16685,MIR-290-3P-rno,MTT (Corrected),MTT1 (Corrected),285.80444495533476
16686,MIR-290-3P-rno,MTT (Corrected),MTT2 (Corrected),410.5076025548936
16687,MIR-290-3P-rno,MTT (Corrected),MTT3 (Corrected),402.5949656513687
16688,MIR-290-3P-rno,NTTR (Corrected),NTTR1 (Corrected),74.20576341239538
16689,MIR-290-3P-rno,NTTR (Corrected),NTTR2 (Corrected),347.2501746425351
16690,MIR-290-3P-rno,NTTR (Corrected),NTTR3 (Corrected),373.89865321604765
16691,MIR-290-3P-rno,circ_ligase (Corrected),circ_ligase (Corrected),3445.9399326277344
16692,MIR-548C-5P,NTC (Corrected),NTC4 (Corrected),133.74890324560553
16693,MIR-548C-5P,NTC (Corrected),NTC5 (Corrected),92.27276251787416
16694,MIR-548C-5P,NTC (Corrected),NTC6 (Corrected),143.06938430801708
16695,MIR-548C-5P,NTT (Corrected),NTT4 (Corrected),309.2355457183727
16696,MIR-548C-5P,NTT (Corrected),NTT5 (Corrected),281.14801378804447
16697,MIR-548C-5P,NTT (Corrected),NTT6 (Corrected),315.5075188678634
16698,MIR-548C-5P,MTT (Corrected),MTT1 (Corrected),229.78297567837527
16699,MIR-548C-5P,MTT (Corrected),MTT2 (Corrected),272.8277204335533
16700,MIR-548C-5P,MTT (Corrected),MTT3 (Corrected),340.87639780387104
16701,MIR-548C-5P,NTTR (Corrected),NTTR1 (Corrected),89.37489736962542
16702,MIR-548C-5P,NTTR (Corrected),NTTR2 (Corrected),216.87761792904521
16703,MIR-548C-5P,NTTR (Corrected),NTTR3 (Corrected),327.57129815748
16704,MIR-548C-5P,circ_ligase (Corrected),circ_ligase (Corrected),245.58822884853893
16705,MIR-290-5P,NTC (Corrected),NTC4 (Corrected),267.23757689727967
16706,MIR-290-5P,NTC (Corrected),NTC5 (Corrected),313.04973293681326
16707,MIR-290-5P,NTC (Corrected),NTC6 (Corrected),366.4972483162692
16708,MIR-290-5P,NTT (Corrected),NTT4 (Corrected),69.25150256063635
16709,MIR-290-5P,NTT (Corrected),NTT5 (Corrected),98.29245524735484
16710,MIR-290-5P,NTT (Corrected),NTT6 (Corrected),142.97084399615247
16711,MIR-290-5P,MTT (Corrected),MTT1 (Corrected),220.38970661776952
16712,MIR-290-5P,MTT (Corrected),MTT2 (Corrected),427.81531284625873
16713,MIR-290-5P,MTT (Corrected),MTT3 (Corrected),350.0307105105754
16714,MIR-290-5P,NTTR (Corrected),NTTR1 (Corrected),3882.469468132146
16715,MIR-290-5P,NTTR (Corrected),NTTR2 (Corrected),617.9709188030411
16716,MIR-290-5P,NTTR (Corrected),NTTR3 (Corrected),990.7685926461791
16717,MIR-290-5P,circ_ligase (Corrected),circ_ligase (Corrected),66446.75188917755
16718,MIR-290-5P-rno,NTC (Corrected),NTC4 (Corrected),132.53870683151396
16719,MIR-290-5P-rno,NTC (Corrected),NTC5 (Corrected),85.76033971450906
16720,MIR-290-5P-rno,NTC (Corrected),NTC6 (Corrected),146.5722169666156
16721,MIR-290-5P-rno,NTT (Corrected),NTT4 (Corrected),42.883446592798
16722,MIR-290-5P-rno,NTT (Corrected),NTT5 (Corrected),49.270342893853005
16723,MIR-290-5P-rno,NTT (Corrected),NTT6 (Corrected),58.39448046678875
16724,MIR-290-5P-rno,MTT (Corrected),MTT1 (Corrected),142.96524323683803
16725,MIR-290-5P-rno,MTT (Corrected),MTT2 (Corrected),225.03788287280082
16726,MIR-290-5P-rno,MTT (Corrected),MTT3 (Corrected),221.86087746753762
16727,MIR-290-5P-rno,NTTR (Corrected),NTTR1 (Corrected),3190.001423229171
16728,MIR-290-5P-rno,NTTR (Corrected),NTTR2 (Corrected),364.8851337686342
16729,MIR-290-5P-rno,NTTR (Corrected),NTTR3 (Corrected),404.6658438411544
16730,MIR-290-5P-rno,circ_ligase (Corrected),circ_ligase (Corrected),5658.578546010225
16731,MIR-291A-3P,NTC (Corrected),NTC4 (Corrected),262.03289580065365
16732,MIR-291A-3P,NTC (Corrected),NTC5 (Corrected),204.1628049585339
16733,MIR-291A-3P,NTC (Corrected),NTC6 (Corrected),244.77970101542536
16734,MIR-291A-3P,NTT (Corrected),NTT4 (Corrected),614.997964090485
16735,MIR-291A-3P,NTT (Corrected),NTT5 (Corrected),651.594970161533
16736,MIR-291A-3P,NTT (Corrected),NTT6 (Corrected),652.015625403729
16737,MIR-291A-3P,MTT (Corrected),MTT1 (Corrected),419.15193851506524
16738,MIR-291A-3P,MTT (Corrected),MTT2 (Corrected),651.064775783156
16739,MIR-291A-3P,MTT (Corrected),MTT3 (Corrected),663.27071458674
16740,MIR-291A-3P,NTTR (Corrected),NTTR1 (Corrected),530.6045555643639
16741,MIR-291A-3P,NTTR (Corrected),NTTR2 (Corrected),710.2132489854356
16742,MIR-291A-3P,NTTR (Corrected),NTTR3 (Corrected),1175.9942444242367
16743,MIR-291A-3P,circ_ligase (Corrected),circ_ligase (Corrected),593.5182824278694
16744,MIR-562,NTC (Corrected),NTC4 (Corrected),123.28845440277662
16745,MIR-562,NTC (Corrected),NTC5 (Corrected),92.73592197060167
16746,MIR-562,NTC (Corrected),NTC6 (Corrected),100.64363624716468
16747,MIR-562,NTT (Corrected),NTT4 (Corrected),466.08600835311756
16748,MIR-562,NTT (Corrected),NTT5 (Corrected),459.14519685688407
16749,MIR-562,NTT (Corrected),NTT6 (Corrected),570.1981807966162
16750,MIR-562,MTT (Corrected),MTT1 (Corrected),346.1604244696348
16751,MIR-562,MTT (Corrected),MTT2 (Corrected),465.2903871926118
16752,MIR-562,MTT (Corrected),MTT3 (Corrected),587.3497752284494
16753,MIR-562,NTTR (Corrected),NTTR1 (Corrected),132.80924513529968
16754,MIR-562,NTTR (Corrected),NTTR2 (Corrected),568.5500541744492
16755,MIR-562,NTTR (Corrected),NTTR3 (Corrected),469.25933281139226
16756,MIR-562,circ_ligase (Corrected),circ_ligase (Corrected),19404.11085554542
16757,MIR-291A-5P,NTC (Corrected),NTC4 (Corrected),343.8061662343278
16758,MIR-291A-5P,NTC (Corrected),NTC5 (Corrected),271.2248644737474
16759,MIR-291A-5P,NTC (Corrected),NTC6 (Corrected),333.6193168644216
16760,MIR-291A-5P,NTT (Corrected),NTT4 (Corrected),35.76507635163151
16761,MIR-291A-5P,NTT (Corrected),NTT5 (Corrected),58.86335482872685
16762,MIR-291A-5P,NTT (Corrected),NTT6 (Corrected),81.21652754849654
16763,MIR-291A-5P,MTT (Corrected),MTT1 (Corrected),52.75366392173234
16764,MIR-291A-5P,MTT (Corrected),MTT2 (Corrected),62.26661971089718
16765,MIR-291A-5P,MTT (Corrected),MTT3 (Corrected),95.99437205429983
16766,MIR-291A-5P,NTTR (Corrected),NTTR1 (Corrected),132.1851397477664
