index,seq_id,prep,samplename,seq_count
17682,MIR-325-3P,NTC (Corrected),NTC6 (Corrected),876.551642755236
17683,MIR-325-3P,NTT (Corrected),NTT4 (Corrected),784.4027477862895
17684,MIR-325-3P,NTT (Corrected),NTT5 (Corrected),728.7664205340782
17685,MIR-325-3P,NTT (Corrected),NTT6 (Corrected),777.3297981242604
17686,MIR-325-3P,MTT (Corrected),MTT1 (Corrected),487.9394986314504
17687,MIR-325-3P,MTT (Corrected),MTT2 (Corrected),709.8101404156477
17688,MIR-325-3P,MTT (Corrected),MTT3 (Corrected),795.9343571637252
17689,MIR-325-3P,NTTR (Corrected),NTTR1 (Corrected),464.3686746502364
17690,MIR-325-3P,NTTR (Corrected),NTTR2 (Corrected),692.4229695817162
17691,MIR-325-3P,NTTR (Corrected),NTTR3 (Corrected),995.0079146052907
17692,MIR-325-3P,circ_ligase (Corrected),circ_ligase (Corrected),172.62930314634698
17693,MIR-325-3P-hsa,NTC (Corrected),NTC4 (Corrected),507.77831558278547
17694,MIR-325-3P-hsa,NTC (Corrected),NTC5 (Corrected),384.09841129843437
17695,MIR-325-3P-hsa,NTC (Corrected),NTC6 (Corrected),451.1186735677034
17696,MIR-325-3P-hsa,NTT (Corrected),NTT4 (Corrected),337.7333463618933
17697,MIR-325-3P-hsa,NTT (Corrected),NTT5 (Corrected),365.583085656133
17698,MIR-325-3P-hsa,NTT (Corrected),NTT6 (Corrected),365.4567829835969
17699,MIR-325-3P-hsa,MTT (Corrected),MTT1 (Corrected),262.11080773712877
17700,MIR-325-3P-hsa,MTT (Corrected),MTT2 (Corrected),353.8056121216784
17701,MIR-325-3P-hsa,MTT (Corrected),MTT3 (Corrected),392.433239548263
17702,MIR-325-3P-hsa,NTTR (Corrected),NTTR1 (Corrected),225.11104632911673
17703,MIR-325-3P-hsa,NTTR (Corrected),NTTR2 (Corrected),309.2309902547166
17704,MIR-325-3P-hsa,NTTR (Corrected),NTTR3 (Corrected),386.5150019425705
17705,MIR-325-3P-hsa,circ_ligase (Corrected),circ_ligase (Corrected),98.35855644384885
17706,MIR-325-5P,NTC (Corrected),NTC4 (Corrected),1972.7739421954464
17707,MIR-325-5P,NTC (Corrected),NTC5 (Corrected),1507.1172511805012
17708,MIR-325-5P,NTC (Corrected),NTC6 (Corrected),1673.4774719509307
17709,MIR-325-5P,NTT (Corrected),NTT4 (Corrected),778.7669221595712
17710,MIR-325-5P,NTT (Corrected),NTT5 (Corrected),836.996640654379
17711,MIR-325-5P,NTT (Corrected),NTT6 (Corrected),1024.576344507883
17712,MIR-325-5P,MTT (Corrected),MTT1 (Corrected),1180.929745064156
17713,MIR-325-5P,MTT (Corrected),MTT2 (Corrected),1604.4960712754587
17714,MIR-325-5P,MTT (Corrected),MTT3 (Corrected),1697.3607956579617
17715,MIR-325-5P,NTTR (Corrected),NTTR1 (Corrected),4310.382567303464
17716,MIR-325-5P,NTTR (Corrected),NTTR2 (Corrected),6829.116194616143
17717,MIR-325-5P,NTTR (Corrected),NTTR3 (Corrected),7544.171907331603
17718,MIR-325-5P,circ_ligase (Corrected),circ_ligase (Corrected),8893.328229425715
17719,MIR-325-5P-hsa,NTC (Corrected),NTC4 (Corrected),140.53260658689152
17720,MIR-325-5P-hsa,NTC (Corrected),NTC5 (Corrected),97.9930067551839
17721,MIR-325-5P-hsa,NTC (Corrected),NTC6 (Corrected),112.42608526951327
17722,MIR-325-5P-hsa,NTT (Corrected),NTT4 (Corrected),93.34535025885269
17723,MIR-325-5P-hsa,NTT (Corrected),NTT5 (Corrected),121.79345700440773
17724,MIR-325-5P-hsa,NTT (Corrected),NTT6 (Corrected),111.56991864272393
17725,MIR-325-5P-hsa,MTT (Corrected),MTT1 (Corrected),106.7944330398778
17726,MIR-325-5P-hsa,MTT (Corrected),MTT2 (Corrected),146.00398333471213
17727,MIR-325-5P-hsa,MTT (Corrected),MTT3 (Corrected),123.30371737454485
17728,MIR-325-5P-hsa,NTTR (Corrected),NTTR1 (Corrected),720.4019236516494
17729,MIR-325-5P-hsa,NTTR (Corrected),NTTR2 (Corrected),624.8384031672467
17730,MIR-325-5P-hsa,NTTR (Corrected),NTTR3 (Corrected),582.7369920447477
17731,MIR-325-5P-hsa,circ_ligase (Corrected),circ_ligase (Corrected),4059.6905209699744
17732,MIR-326,NTC (Corrected),NTC4 (Corrected),548.3535336335389
17733,MIR-326,NTC (Corrected),NTC5 (Corrected),470.34749881738713
17734,MIR-326,NTC (Corrected),NTC6 (Corrected),421.8104104873374
17735,MIR-326,NTT (Corrected),NTT4 (Corrected),537.2622826734532
17736,MIR-326,NTT (Corrected),NTT5 (Corrected),527.1188789728849
17737,MIR-326,NTT (Corrected),NTT6 (Corrected),566.6781534051024
17738,MIR-326,MTT (Corrected),MTT1 (Corrected),591.7914296047662
17739,MIR-326,MTT (Corrected),MTT2 (Corrected),833.1387301398668
17740,MIR-326,MTT (Corrected),MTT3 (Corrected),854.3302004307538
17741,MIR-326,NTTR (Corrected),NTTR1 (Corrected),2860.8774369356684
17742,MIR-326,NTTR (Corrected),NTTR2 (Corrected),3212.641329323634
17743,MIR-326,NTTR (Corrected),NTTR3 (Corrected),2445.064049690933
17744,MIR-326,circ_ligase (Corrected),circ_ligase (Corrected),30307.149108421654
17745,MIR-327-mmu,NTC (Corrected),NTC4 (Corrected),203.5496797349739
17746,MIR-327-mmu,NTC (Corrected),NTC5 (Corrected),300.69839051757515
17747,MIR-327-mmu,NTC (Corrected),NTC6 (Corrected),148.03613071634476
17748,MIR-327-mmu,NTT (Corrected),NTT4 (Corrected),119.10731788800133
17749,MIR-327-mmu,NTT (Corrected),NTT5 (Corrected),154.29811635491083
17750,MIR-327-mmu,NTT (Corrected),NTT6 (Corrected),257.16352725818484
17751,MIR-327-mmu,MTT (Corrected),MTT1 (Corrected),292.1955457822971
17752,MIR-327-mmu,MTT (Corrected),MTT2 (Corrected),477.56691353665747
17753,MIR-327-mmu,MTT (Corrected),MTT3 (Corrected),421.01293693363226
17754,MIR-327-mmu,NTTR (Corrected),NTTR1 (Corrected),2083.715573752928
17755,MIR-327-mmu,NTTR (Corrected),NTTR2 (Corrected),2466.2727298716304
17756,MIR-327-mmu,NTTR (Corrected),NTTR3 (Corrected),2458.1332159116587
17757,MIR-327-mmu,circ_ligase (Corrected),circ_ligase (Corrected),68452.57710511287
17758,MIR-327-rno,NTC (Corrected),NTC4 (Corrected),160.40002037892316
17759,MIR-327-rno,NTC (Corrected),NTC5 (Corrected),164.75871658487208
17760,MIR-327-rno,NTC (Corrected),NTC6 (Corrected),134.24784314322906
17761,MIR-327-rno,NTT (Corrected),NTT4 (Corrected),219.8527427554447
17762,MIR-327-rno,NTT (Corrected),NTT5 (Corrected),211.1810568462973
17763,MIR-327-rno,NTT (Corrected),NTT6 (Corrected),239.23651125824503
17764,MIR-327-rno,MTT (Corrected),MTT1 (Corrected),264.64702425754683
17765,MIR-327-rno,MTT (Corrected),MTT2 (Corrected),240.37291241289486
17766,MIR-327-rno,MTT (Corrected),MTT3 (Corrected),201.29751285808914
17767,MIR-327-rno,NTTR (Corrected),NTTR1 (Corrected),572.1055401092742
17768,MIR-327-rno,NTTR (Corrected),NTTR2 (Corrected),1210.9311633144018
17769,MIR-327-rno,NTTR (Corrected),NTTR3 (Corrected),833.6175899447467
17770,MIR-327-rno,circ_ligase (Corrected),circ_ligase (Corrected),10984.032899423777
17771,MIR-328-3P,NTC (Corrected),NTC4 (Corrected),261.5651324537695
17772,MIR-328-3P,NTC (Corrected),NTC5 (Corrected),195.42794116793047
17773,MIR-328-3P,NTC (Corrected),NTC6 (Corrected),179.01796137520353
17774,MIR-328-3P,NTT (Corrected),NTT4 (Corrected),186.5177456140606
17775,MIR-328-3P,NTT (Corrected),NTT5 (Corrected),192.3373320606772
17776,MIR-328-3P,NTT (Corrected),NTT6 (Corrected),164.1123377945869
17777,MIR-328-3P,MTT (Corrected),MTT1 (Corrected),216.14588717164034
17778,MIR-328-3P,MTT (Corrected),MTT2 (Corrected),256.6732410163227
17779,MIR-328-3P,MTT (Corrected),MTT3 (Corrected),207.02723255658663
17780,MIR-328-3P,NTTR (Corrected),NTTR1 (Corrected),7919.019214479377
17781,MIR-328-3P,NTTR (Corrected),NTTR2 (Corrected),736.6936447455133
17782,MIR-328-3P,NTTR (Corrected),NTTR3 (Corrected),902.9309280016266
17783,MIR-328-3P,circ_ligase (Corrected),circ_ligase (Corrected),11529.415436803034
17784,MIR-329,NTC (Corrected),NTC4 (Corrected),746.12207658902
17785,MIR-329,NTC (Corrected),NTC5 (Corrected),383.42384491380193
17786,MIR-329,NTC (Corrected),NTC6 (Corrected),432.6471763554386
17787,MIR-329,NTT (Corrected),NTT4 (Corrected),566.9660139354997
17788,MIR-329,NTT (Corrected),NTT5 (Corrected),415.3708230436547
17789,MIR-329,NTT (Corrected),NTT6 (Corrected),383.5358329563674
17790,MIR-329,MTT (Corrected),MTT1 (Corrected),438.1165361997724
17791,MIR-329,MTT (Corrected),MTT2 (Corrected),691.4851354478334
17792,MIR-329,MTT (Corrected),MTT3 (Corrected),777.700839358632
17793,MIR-329,NTTR (Corrected),NTTR1 (Corrected),3717.25276647677
17794,MIR-329,NTTR (Corrected),NTTR2 (Corrected),1766.321823433169
17795,MIR-329,NTTR (Corrected),NTTR3 (Corrected),1716.1810748970022
17796,MIR-329,circ_ligase (Corrected),circ_ligase (Corrected),9669.281019920405
17797,MIR-329-hsa,NTC (Corrected),NTC4 (Corrected),642.4940103961005
17798,MIR-329-hsa,NTC (Corrected),NTC5 (Corrected),601.0427839189329
17799,MIR-329-hsa,NTC (Corrected),NTC6 (Corrected),525.9124359290661
17800,MIR-329-hsa,NTT (Corrected),NTT4 (Corrected),275.9032474231577
17801,MIR-329-hsa,NTT (Corrected),NTT5 (Corrected),362.3125062315093
17802,MIR-329-hsa,NTT (Corrected),NTT6 (Corrected),400.21130395447045
17803,MIR-329-hsa,MTT (Corrected),MTT1 (Corrected),571.8388524695825
17804,MIR-329-hsa,MTT (Corrected),MTT2 (Corrected),585.9148857611412
17805,MIR-329-hsa,MTT (Corrected),MTT3 (Corrected),621.1049689900391
17806,MIR-329-hsa,NTTR (Corrected),NTTR1 (Corrected),4706.39298759935
17807,MIR-329-hsa,NTTR (Corrected),NTTR2 (Corrected),1839.2538213039577
17808,MIR-329-hsa,NTTR (Corrected),NTTR3 (Corrected),1784.5548229008652
17809,MIR-329-hsa,circ_ligase (Corrected),circ_ligase (Corrected),22856.12440423048
17810,MIR-330-3P,NTC (Corrected),NTC4 (Corrected),566.868434356514
17811,MIR-330-3P,NTC (Corrected),NTC5 (Corrected),549.1666604441468
17812,MIR-330-3P,NTC (Corrected),NTC6 (Corrected),680.6949573046448
17813,MIR-330-3P,NTT (Corrected),NTT4 (Corrected),226.1944517385032
17814,MIR-330-3P,NTT (Corrected),NTT5 (Corrected),258.59397650828885
17815,MIR-330-3P,NTT (Corrected),NTT6 (Corrected),324.9588023378497
17816,MIR-330-3P,MTT (Corrected),MTT1 (Corrected),201.9336895458952
17817,MIR-330-3P,MTT (Corrected),MTT2 (Corrected),308.03799578704053
17818,MIR-330-3P,MTT (Corrected),MTT3 (Corrected),430.4284043695472
17819,MIR-330-3P,NTTR (Corrected),NTTR1 (Corrected),117.24891726597382
17820,MIR-330-3P,NTTR (Corrected),NTTR2 (Corrected),620.7402137262677
17821,MIR-330-3P,NTTR (Corrected),NTTR3 (Corrected),757.0930086317171
17822,MIR-330-3P,circ_ligase (Corrected),circ_ligase (Corrected),4828.066394673898
17823,MIR-330-3P-hsa,NTC (Corrected),NTC4 (Corrected),340.34747865232237
17824,MIR-330-3P-hsa,NTC (Corrected),NTC5 (Corrected),279.4204428609179
17825,MIR-330-3P-hsa,NTC (Corrected),NTC6 (Corrected),356.2996586314909
17826,MIR-330-3P-hsa,NTT (Corrected),NTT4 (Corrected),153.08474342898694
17827,MIR-330-3P-hsa,NTT (Corrected),NTT5 (Corrected),160.73295838393634
17828,MIR-330-3P-hsa,NTT (Corrected),NTT6 (Corrected),230.5304476184745
17829,MIR-330-3P-hsa,MTT (Corrected),MTT1 (Corrected),126.44445980911193
17830,MIR-330-3P-hsa,MTT (Corrected),MTT2 (Corrected),198.57861266870466
17831,MIR-330-3P-hsa,MTT (Corrected),MTT3 (Corrected),226.95697125493987
17832,MIR-330-3P-hsa,NTTR (Corrected),NTTR1 (Corrected),81.39519430278807
17833,MIR-330-3P-hsa,NTTR (Corrected),NTTR2 (Corrected),339.071193174573
17834,MIR-330-3P-hsa,NTTR (Corrected),NTTR3 (Corrected),383.2545689473879
17835,MIR-330-3P-hsa,circ_ligase (Corrected),circ_ligase (Corrected),7837.419320587592
17836,MIR-878-3P-mmu,NTC (Corrected),NTC4 (Corrected),933.0481528460706
17837,MIR-878-3P-mmu,NTC (Corrected),NTC5 (Corrected),741.8278276764256
17838,MIR-878-3P-mmu,NTC (Corrected),NTC6 (Corrected),780.8334806577478
17839,MIR-878-3P-mmu,NTT (Corrected),NTT4 (Corrected),507.61262878164115
17840,MIR-878-3P-mmu,NTT (Corrected),NTT5 (Corrected),518.0912854915719
17841,MIR-878-3P-mmu,NTT (Corrected),NTT6 (Corrected),714.5962098852712
17842,MIR-878-3P-mmu,MTT (Corrected),MTT1 (Corrected),377.79563585862365
17843,MIR-878-3P-mmu,MTT (Corrected),MTT2 (Corrected),548.555069420625
17844,MIR-878-3P-mmu,MTT (Corrected),MTT3 (Corrected),668.6388626500634
17845,MIR-878-3P-mmu,NTTR (Corrected),NTTR1 (Corrected),249.70850487996591
17846,MIR-878-3P-mmu,NTTR (Corrected),NTTR2 (Corrected),819.837023817292
17847,MIR-878-3P-mmu,NTTR (Corrected),NTTR3 (Corrected),651.8858720579246
17848,MIR-878-3P-mmu,circ_ligase (Corrected),circ_ligase (Corrected),13688.099954274343
17849,MIR-878-3P-rno,NTC (Corrected),NTC4 (Corrected),530.1269617593324
17850,MIR-878-3P-rno,NTC (Corrected),NTC5 (Corrected),414.4479275878147
17851,MIR-878-3P-rno,NTC (Corrected),NTC6 (Corrected),507.69099249830845
17852,MIR-878-3P-rno,NTT (Corrected),NTT4 (Corrected),280.33417807314487
17853,MIR-878-3P-rno,NTT (Corrected),NTT5 (Corrected),280.6955110631425
17854,MIR-878-3P-rno,NTT (Corrected),NTT6 (Corrected),420.8324890172155
17855,MIR-878-3P-rno,MTT (Corrected),MTT1 (Corrected),241.1461505480577
17856,MIR-878-3P-rno,MTT (Corrected),MTT2 (Corrected),308.4573803966895
17857,MIR-878-3P-rno,MTT (Corrected),MTT3 (Corrected),396.52814842293657
17858,MIR-878-3P-rno,NTTR (Corrected),NTTR1 (Corrected),99.95583371554841
17859,MIR-878-3P-rno,NTTR (Corrected),NTTR2 (Corrected),498.3305333065019
17860,MIR-878-3P-rno,NTTR (Corrected),NTTR3 (Corrected),348.1251636198221
17861,MIR-878-3P-rno,circ_ligase (Corrected),circ_ligase (Corrected),5605.448891261256
17862,MIR-330-5P,NTC (Corrected),NTC4 (Corrected),126.0508451809153
17863,MIR-330-5P,NTC (Corrected),NTC5 (Corrected),98.88724435709305
17864,MIR-330-5P,NTC (Corrected),NTC6 (Corrected),80.90393455243309
17865,MIR-330-5P,NTT (Corrected),NTT4 (Corrected),331.5588841881452
17866,MIR-330-5P,NTT (Corrected),NTT5 (Corrected),345.2951403948005
17867,MIR-330-5P,NTT (Corrected),NTT6 (Corrected),402.0553133630161
17868,MIR-330-5P,MTT (Corrected),MTT1 (Corrected),273.5383507610008
17869,MIR-330-5P,MTT (Corrected),MTT2 (Corrected),325.2396044019228
17870,MIR-330-5P,MTT (Corrected),MTT3 (Corrected),373.75223447027656
17871,MIR-330-5P,NTTR (Corrected),NTTR1 (Corrected),128.99796786953695
17872,MIR-330-5P,NTTR (Corrected),NTTR2 (Corrected),287.2399004390575
17873,MIR-330-5P,NTTR (Corrected),NTTR3 (Corrected),207.21543209231785
17874,MIR-330-5P,circ_ligase (Corrected),circ_ligase (Corrected),116.95132224701776
17875,MIR-331-3P,NTC (Corrected),NTC4 (Corrected),510.74099006187237
17876,MIR-331-3P,NTC (Corrected),NTC5 (Corrected),386.0328597164539
17877,MIR-331-3P,NTC (Corrected),NTC6 (Corrected),378.0938805963213
17878,MIR-331-3P,NTT (Corrected),NTT4 (Corrected),385.1895674985579
17879,MIR-331-3P,NTT (Corrected),NTT5 (Corrected),391.6739144891115
17880,MIR-331-3P,NTT (Corrected),NTT6 (Corrected),486.132461694788
17881,MIR-331-3P,MTT (Corrected),MTT1 (Corrected),273.41157210152824
17882,MIR-331-3P,MTT (Corrected),MTT2 (Corrected),346.8754867089233
17883,MIR-331-3P,MTT (Corrected),MTT3 (Corrected),339.798687595367
17884,MIR-331-3P,NTTR (Corrected),NTTR1 (Corrected),319.3807061030929
17885,MIR-331-3P,NTTR (Corrected),NTTR2 (Corrected),620.4279411496984
17886,MIR-331-3P,NTTR (Corrected),NTTR3 (Corrected),374.23561553401146
17887,MIR-331-3P,circ_ligase (Corrected),circ_ligase (Corrected),4037.4382630672158
17888,MIR-331-5P,NTC (Corrected),NTC4 (Corrected),406.6556689906166
17889,MIR-331-5P,NTC (Corrected),NTC5 (Corrected),367.2867759496501
17890,MIR-331-5P,NTC (Corrected),NTC6 (Corrected),345.5713944707045
17891,MIR-331-5P,NTT (Corrected),NTT4 (Corrected),649.3255607586576
17892,MIR-331-5P,NTT (Corrected),NTT5 (Corrected),632.8707387205675
17893,MIR-331-5P,NTT (Corrected),NTT6 (Corrected),768.4401891788367
17894,MIR-331-5P,MTT (Corrected),MTT1 (Corrected),540.8043699684019
17895,MIR-331-5P,MTT (Corrected),MTT2 (Corrected),790.3574164988478
17896,MIR-331-5P,MTT (Corrected),MTT3 (Corrected),768.1819969729709
17897,MIR-331-5P,NTTR (Corrected),NTTR1 (Corrected),388.39671687763763
17898,MIR-331-5P,NTTR (Corrected),NTTR2 (Corrected),812.9393419431095
17899,MIR-331-5P,NTTR (Corrected),NTTR3 (Corrected),750.1306725825007
17900,MIR-331-5P,circ_ligase (Corrected),circ_ligase (Corrected),9702.531847092572
17901,MIR-333,NTC (Corrected),NTC4 (Corrected),1786.3961877858867
17902,MIR-333,NTC (Corrected),NTC5 (Corrected),1235.7047703825415
17903,MIR-333,NTC (Corrected),NTC6 (Corrected),1253.9565832845676
17904,MIR-333,NTT (Corrected),NTT4 (Corrected),362.7885699557166
17905,MIR-333,NTT (Corrected),NTT5 (Corrected),418.024548178045
17906,MIR-333,NTT (Corrected),NTT6 (Corrected),473.0936503332362
17907,MIR-333,MTT (Corrected),MTT1 (Corrected),886.114877898655
17908,MIR-333,MTT (Corrected),MTT2 (Corrected),1170.83375669888
17909,MIR-333,MTT (Corrected),MTT3 (Corrected),1260.8978918295632
17910,MIR-333,NTTR (Corrected),NTTR1 (Corrected),12221.920963022218
17911,MIR-333,NTTR (Corrected),NTTR2 (Corrected),4612.29179891615
17912,MIR-333,NTTR (Corrected),NTTR3 (Corrected),3481.296834299421
17913,MIR-333,circ_ligase (Corrected),circ_ligase (Corrected),780.9099319078774
17914,MIR-336,NTC (Corrected),NTC4 (Corrected),1014.1145465151956
17915,MIR-336,NTC (Corrected),NTC5 (Corrected),891.3625944500526
17916,MIR-336,NTC (Corrected),NTC6 (Corrected),658.9099036140474
17917,MIR-336,NTT (Corrected),NTT4 (Corrected),774.0133524409773
17918,MIR-336,NTT (Corrected),NTT5 (Corrected),712.2986878063505
17919,MIR-336,NTT (Corrected),NTT6 (Corrected),799.1945868403905
17920,MIR-336,MTT (Corrected),MTT1 (Corrected),722.7654254514467
17921,MIR-336,MTT (Corrected),MTT2 (Corrected),898.3660409157856
17922,MIR-336,MTT (Corrected),MTT3 (Corrected),1063.1862638891357
17923,MIR-336,NTTR (Corrected),NTTR1 (Corrected),1509.3621648009857
17924,MIR-336,NTTR (Corrected),NTTR2 (Corrected),2848.0522098156766
17925,MIR-336,NTTR (Corrected),NTTR3 (Corrected),2600.7327925980803
17926,MIR-336,circ_ligase (Corrected),circ_ligase (Corrected),3368.559056686163
17927,MIR-337-3P-hsa,NTC (Corrected),NTC4 (Corrected),375.93900787701745
17928,MIR-337-3P-hsa,NTC (Corrected),NTC5 (Corrected),250.15043408388533
17929,MIR-337-3P-hsa,NTC (Corrected),NTC6 (Corrected),260.6129997680021
17930,MIR-337-3P-hsa,NTT (Corrected),NTT4 (Corrected),591.4862424716866
17931,MIR-337-3P-hsa,NTT (Corrected),NTT5 (Corrected),635.3154982652845
17932,MIR-337-3P-hsa,NTT (Corrected),NTT6 (Corrected),688.4671671959323
17933,MIR-337-3P-hsa,MTT (Corrected),MTT1 (Corrected),422.6317688657383
17934,MIR-337-3P-hsa,MTT (Corrected),MTT2 (Corrected),581.7041006703819
17935,MIR-337-3P-hsa,MTT (Corrected),MTT3 (Corrected),679.892910555887
17936,MIR-337-3P-hsa,NTTR (Corrected),NTTR1 (Corrected),1347.6920858481724
17937,MIR-337-3P-hsa,NTTR (Corrected),NTTR2 (Corrected),1061.000273096148
17938,MIR-337-3P-hsa,NTTR (Corrected),NTTR3 (Corrected),1019.1627228951959
17939,MIR-337-3P-hsa,circ_ligase (Corrected),circ_ligase (Corrected),1266.8566280349903
17940,MIR-337-5P,NTC (Corrected),NTC4 (Corrected),1837.0153052060034
17941,MIR-337-5P,NTC (Corrected),NTC5 (Corrected),1426.1704523460003
17942,MIR-337-5P,NTC (Corrected),NTC6 (Corrected),1618.1225557314126
17943,MIR-337-5P,NTT (Corrected),NTT4 (Corrected),550.7669273401859
17944,MIR-337-5P,NTT (Corrected),NTT5 (Corrected),730.0863920555953
17945,MIR-337-5P,NTT (Corrected),NTT6 (Corrected),811.8639501400954
17946,MIR-337-5P,MTT (Corrected),MTT1 (Corrected),1375.708901043987
17947,MIR-337-5P,MTT (Corrected),MTT2 (Corrected),1996.6647890463842
17948,MIR-337-5P,MTT (Corrected),MTT3 (Corrected),2197.9322591908085
17949,MIR-337-5P,NTTR (Corrected),NTTR1 (Corrected),11108.159509975734
17950,MIR-337-5P,NTTR (Corrected),NTTR2 (Corrected),11934.716785154624
17951,MIR-337-5P,NTTR (Corrected),NTTR3 (Corrected),6375.452531128887
17952,MIR-337-5P,circ_ligase (Corrected),circ_ligase (Corrected),140264.92445033422
17953,MIR-337-5P-hsa,NTC (Corrected),NTC4 (Corrected),134.7032304459032
17954,MIR-337-5P-hsa,NTC (Corrected),NTC5 (Corrected),210.47379757172376
17955,MIR-337-5P-hsa,NTC (Corrected),NTC6 (Corrected),249.20097632492084
17956,MIR-337-5P-hsa,NTT (Corrected),NTT4 (Corrected),91.63027592600585
17957,MIR-337-5P-hsa,NTT (Corrected),NTT5 (Corrected),122.17370123467447
17958,MIR-337-5P-hsa,NTT (Corrected),NTT6 (Corrected),127.10006015542753
17959,MIR-337-5P-hsa,MTT (Corrected),MTT1 (Corrected),429.98050439945035
17960,MIR-337-5P-hsa,MTT (Corrected),MTT2 (Corrected),502.0251101897845
17961,MIR-337-5P-hsa,MTT (Corrected),MTT3 (Corrected),647.2578869417268
17962,MIR-337-5P-hsa,NTTR (Corrected),NTTR1 (Corrected),2051.5803335533233
17963,MIR-337-5P-hsa,NTTR (Corrected),NTTR2 (Corrected),1981.959917902056
17964,MIR-337-5P-hsa,NTTR (Corrected),NTTR3 (Corrected),949.503966648145
17965,MIR-337-5P-hsa,circ_ligase (Corrected),circ_ligase (Corrected),18849.762974706893
17966,MIR-338-3P-2,NTC (Corrected),NTC4 (Corrected),958.1538202534632
17967,MIR-338-3P-2,NTC (Corrected),NTC5 (Corrected),921.4834153775657
17968,MIR-338-3P-2,NTC (Corrected),NTC6 (Corrected),779.7586588119063
17969,MIR-338-3P-2,NTT (Corrected),NTT4 (Corrected),563.8082453980688
17970,MIR-338-3P-2,NTT (Corrected),NTT5 (Corrected),555.6382118369364
17971,MIR-338-3P-2,NTT (Corrected),NTT6 (Corrected),574.438400589133
17972,MIR-338-3P-2,MTT (Corrected),MTT1 (Corrected),411.31339683533645
17973,MIR-338-3P-2,MTT (Corrected),MTT2 (Corrected),540.5626743033482
17974,MIR-338-3P-2,MTT (Corrected),MTT3 (Corrected),513.2957123173925
17975,MIR-338-3P-2,NTTR (Corrected),NTTR1 (Corrected),142.6022089238078
17976,MIR-338-3P-2,NTTR (Corrected),NTTR2 (Corrected),150.0222726286169
17977,MIR-338-3P-2,NTTR (Corrected),NTTR3 (Corrected),111.80323680753874
17978,MIR-338-3P-2,circ_ligase (Corrected),circ_ligase (Corrected),107.58791860495678
17979,MIR-339-3P-hsa,NTC (Corrected),NTC4 (Corrected),331.3303495340521
17980,MIR-339-3P-hsa,NTC (Corrected),NTC5 (Corrected),290.557602466904
17981,MIR-339-3P-hsa,NTC (Corrected),NTC6 (Corrected),311.5061546610557
17982,MIR-339-3P-hsa,NTT (Corrected),NTT4 (Corrected),300.5650631876645
17983,MIR-339-3P-hsa,NTT (Corrected),NTT5 (Corrected),306.1400603274358
17984,MIR-339-3P-hsa,NTT (Corrected),NTT6 (Corrected),425.6389120625314
17985,MIR-339-3P-hsa,MTT (Corrected),MTT1 (Corrected),272.9740254660682
17986,MIR-339-3P-hsa,MTT (Corrected),MTT2 (Corrected),396.2785469810711
17987,MIR-339-3P-hsa,MTT (Corrected),MTT3 (Corrected),423.28657776923336
17988,MIR-339-3P-hsa,NTTR (Corrected),NTTR1 (Corrected),63.98134475701848
17989,MIR-339-3P-hsa,NTTR (Corrected),NTTR2 (Corrected),336.4096418387741
17990,MIR-339-3P-hsa,NTTR (Corrected),NTTR3 (Corrected),209.2799071791817
17991,MIR-339-3P-hsa,circ_ligase (Corrected),circ_ligase (Corrected),1422.9058754908879
17992,MIR-339-3P-mmu,NTC (Corrected),NTC4 (Corrected),246.64849024074468
17993,MIR-339-3P-mmu,NTC (Corrected),NTC5 (Corrected),205.46150626580263
17994,MIR-339-3P-mmu,NTC (Corrected),NTC6 (Corrected),219.30885432634332
17995,MIR-339-3P-mmu,NTT (Corrected),NTT4 (Corrected),191.76605068355832
17996,MIR-339-3P-mmu,NTT (Corrected),NTT5 (Corrected),190.3463309150451
17997,MIR-339-3P-mmu,NTT (Corrected),NTT6 (Corrected),265.17595090911703
17998,MIR-339-3P-mmu,MTT (Corrected),MTT1 (Corrected),147.33845367470647
17999,MIR-339-3P-mmu,MTT (Corrected),MTT2 (Corrected),207.2625219859415
18000,MIR-339-3P-mmu,MTT (Corrected),MTT3 (Corrected),224.7052085366295
18001,MIR-339-3P-mmu,NTTR (Corrected),NTTR1 (Corrected),74.54945947278314
18002,MIR-339-3P-mmu,NTTR (Corrected),NTTR2 (Corrected),193.08934719591662
18003,MIR-339-3P-mmu,NTTR (Corrected),NTTR3 (Corrected),97.29953893479866
18004,MIR-339-3P-mmu,circ_ligase (Corrected),circ_ligase (Corrected),315.1550013871954
18005,MIR-339-3P-rno,NTC (Corrected),NTC4 (Corrected),648.1924193566539
18006,MIR-339-3P-rno,NTC (Corrected),NTC5 (Corrected),562.3797113567186
18007,MIR-339-3P-rno,NTC (Corrected),NTC6 (Corrected),621.0936694619373
18008,MIR-339-3P-rno,NTT (Corrected),NTT4 (Corrected),254.4648993022548
18009,MIR-339-3P-rno,NTT (Corrected),NTT5 (Corrected),250.21752524120095
18010,MIR-339-3P-rno,NTT (Corrected),NTT6 (Corrected),385.189634292471
18011,MIR-339-3P-rno,MTT (Corrected),MTT1 (Corrected),218.27862071577732
18012,MIR-339-3P-rno,MTT (Corrected),MTT2 (Corrected),275.299459904014
18013,MIR-339-3P-rno,MTT (Corrected),MTT3 (Corrected),328.92424526932064
18014,MIR-339-3P-rno,NTTR (Corrected),NTTR1 (Corrected),40.58417648356566
